Mandant|Buchungskreis|Werk|Buchungsdatum|Belegdatum|Materialdokument|Pos|Material|Materialkurztext|Bewegungsart|Menge|Einheit|Betrag_in_HW|Waehrung|Lieferant|Buchungstext|Kostenstelle|Lagerort|Benutzername
100|1000|PL07|09.03.2024|09.03.2024|5000012596|1|DIESEL001|Dieselkraftstoff|261|641.309|L|43687.14|INR|V-IOCL1|Nutzung Produktion Kolkata|KST-FAC-03|SL07|TLAXMAN
100|1000|PL07|01.03.2024|01.03.2024|5000012597|1|DIESEL001|Diesel|261|364.011|L|28084.8|INR|V-BPCL1|Verbrauch Fahrzeugflotte Kolkata|KST-FAC-05|SL07|ASAXEN
100|1000|PL07|10.03.2024|10.03.2024|5000012598|1|FURNACE1|Heizoel EL|261|504.977|L|35182.25|INR|V-K005|Nutzung Produktion Kolkata|KST-FAC-07|SL07|BCHATT
100|1000|PL07|15.03.2024|12.03.2024|5000012599|1|FURNACE1|Schweroelkraftstoff|261|648.239|L|48815.78|INR|V-BPCL1|Verbrauch Generator Kolkata|KST-LOG-03|SL07|DRAO
100|1000|PL07|12.03.2024|12.03.2024|5000012600|1|FURNACE1|Heizoel EL|261|468.709|L|33397.17|INR|V-ESSAR|Auffuellung Generator Kolkata|KST-MNT-01|SL07|VMEHTA
100|1000|PL07|17.03.2024|15.03.2024|5000012601|1|FURNACE1|Heizoel EL|261|641.87|L|47886.36|INR|V-K009|Auffuellung Fahrzeugflotte Kolkata|KST-PRD-01|SL07|NREDDY
100|1000|PL07|08.03.2024|08.03.2024|5000012602|1|LPG00001|Fluessiggas|261|43.008|KG|4088.96|INR|V-K005|Tanken Produktion Kolkata|KST-LOG-01|SL07|BCHATT
100|1000|PL07|01.03.2024|28.02.2024|5000012603|1|LPG00001|LPG|261|43.408|KG|4039.86|INR|V-K010|Entnahme Kantine Kolkata|KST-LOG-03|SL07|SNEHA
100|1000|PL07|02.03.2024|01.03.2024|5000012604|1|LPG00001|LPG|261|21.07|KG|1869.9|INR|V-K006|Verbrauch Produktion Kolkata|KST-PRD-01|SL07|TLAXMAN
100|1000|PL07|28.04.2024|26.04.2024|5000012605|1|DIESEL001|Dieselkraftstoff|261|729.401|L|54296.61|INR|V-HPCL1|Entnahme Notstromaggregat Kolkata|KST-FAC-02|SL07|DRAO
100|1000|PL07|16.04.2024|14.04.2024|5000012606|1|DIESEL001|Diesel|261|587.212|L|40817.23|INR|V-K009|Nutzung Heizung Kolkata|KST-OPS-03|SL07|SPRIYA
100|1000|PL07|16.04.2024|13.04.2024|5000012607|1|DIESEL001|Dieselkraftstoff|261|308.513|L|21448.89|INR|V-K005|Entnahme Notstromaggregat Kolkata|KST-MNT-01|SL07|MGUPTA
100|1000|PL07|09.04.2024|09.04.2024|5000012608|1|DIESEL001|Diesel|261|513.186|L|37325.62|INR|V-K008|Nutzung Heizung Kolkata|KST-OPS-03|SL07|AKUMAR
100|1000|PL07|11.04.2024|11.04.2024|5000012609|1|DIESEL001|Dieselkraftstoff|261|688.262|L|47679.77|INR|V-K005|Verbrauch Notstromaggregat Kolkata|KST-PRD-02|SL07|AKUMAR
100|1000|PL07|05.04.2024|02.04.2024|5000012610|1|FURNACE1|Schweroelkraftstoff|261|412.201|L|33100.96|INR|V-BPCL1|Entnahme Fahrzeugflotte Kolkata|KST-FAC-01|SL07|NREDDY
100|1000|PL07|02.04.2024|31.03.2024|5000012611|1|FURNACE1|Schweroelkraftstoff|261|682.172|L|49039.92|INR|V-K006|Entnahme DG-Set Kolkata|KST-MNT-01|SL07|RPANDEY
100|1000|PL07|04.04.2024|01.04.2024|5000012612|1|FURNACE1|Heizoel EL|261|341.592|L|27372.97|INR|V-HPCL1|Nutzung Produktion Kolkata|KST-FAC-05|SL07|GMISHRA
100|1000|PL07|25.04.2024|25.04.2024|5000012613|1|FURNACE1|Schweroelkraftstoff|261|694.831|L|48707.58|INR|V-K001|Tanken Produktion Kolkata|KST-FAC-01|SL07|VMEHTA
100|1000|PL07|11.04.2024|08.04.2024|5000012614|1|LPG00001|LPG|261|50.638|KG|4716.53|INR|V-K007|Nutzung Heizung Kolkata|KST-FAC-05|SL07|MGUPTA
100|1000|PL07|28.04.2024|28.04.2024|5000012615|1|LPG00001|LPG|261|21.442|KG|2072.9|INR|V-K006||KST-LOG-03|SL07|NREDDY
100|1000|PL07|03.04.2024|03.04.2024|5000012616|1|LPG00001|LPG|261|34.872|KG|2986.28|INR|V-RELI1||KST-OPS-03|SL07|PSINGH
100|1000|PL07|13.05.2024|11.05.2024|5000012617|1|DIESEL001|Dieselkraftstoff|261|316.489|L|23465.25|INR|V-K010|Tanken DG-Set Kolkata|KST-FAC-01|SL07|GMISHRA
100|1000|PL07|01.05.2024|30.04.2024|5000012618|1|DIESEL001|Diesel|261|559.38|L|43460.55|INR|V-K004|Entnahme Generator Kolkata|KST-FAC-02|SL07|MGUPTA
100|1000|PL07|25.05.2024|22.05.2024|5000012619|1|DIESEL001|Diesel|261|516.138|L|39433.1|INR|V-BPCL1|Nutzung Generator Kolkata|KST-LOG-01|SL07|RJOSHI
100|1000|PL07|06.05.2024|04.05.2024|5000012620|1|DIESEL001|Dieselkraftstoff|261|671.429|L|46734.83|INR|V-K007|Auffuellung Notstromaggregat Kolkata|KST-FAC-02|SL07|VMEHTA
100|1000|PL07|21.05.2024|20.05.2024|5000012621|1|DIESEL001|Dieselkraftstoff|261|680.813|L|48501.64|INR|V-IOCL1|Nutzung Notstromaggregat Kolkata|KST-LOG-01|SL07|DRAO
100|1000|PL07|15.05.2024|13.05.2024|5000012622|1|FURNACE1|Schweroelkraftstoff|261|524.223|L|38613.24|INR|V-ESSAR|Verbrauch Produktion Kolkata|KST-FAC-05|SL07|VMEHTA
100|1000|PL07|08.05.2024|08.05.2024|5000012623|1|FURNACE1|Schweroelkraftstoff|261|398.627|L|28992.71|INR|V-K001|Nutzung Fahrzeugflotte Kolkata|KST-LOG-03|SL07|SNEHA
100|1000|PL07|28.05.2024|25.05.2024|5000012624|1|FURNACE1|Schweroelkraftstoff|261|594.553|L|43810.04|INR|V-K002|Nutzung DG-Set Kolkata|KST-OPS-02|SL07|RPANDEY
100|1000|PL07|27.05.2024|26.05.2024|5000012625|1|FURNACE1|Heizoel EL|261|359.347|L|27512.23|INR|V-K007|Tanken Heizung Kolkata|KST-FAC-07|SL07|MGUPTA
100|1000|PL07|15.05.2024|14.05.2024|5000012626|1|LPG00001|Fluessiggas|261|39.439|KG|3418.8|INR|V-K002|Auffuellung Produktion Kolkata|KST-LOG-01|SL07|PSINGH
100|1000|PL07|16.05.2024|15.05.2024|5000012627|1|LPG00001|Fluessiggas|261|57.13|KG|5000.08|INR|V-ESSAR|Entnahme Produktion Kolkata|KST-LOG-03|SL07|DRAO
100|1000|PL07|27.05.2024|24.05.2024|5000012628|1|LPG00001|LPG|261||KG||INR|V-RELI1|Entnahme Wartung Kolkata|KST-OPS-03|SL07|BCHATT
100|1000|PL07|09.06.2024|07.06.2024|5000012629|1|DIESEL001|Diesel|261|407.418|L|28039.6|INR|V-K002|Auffuellung Kantine Kolkata|KST-FAC-05|SL07|VMEHTA
100|1000|PL07|06.06.2024|06.06.2024|5000012630|1|DIESEL001|Dieselkraftstoff|261|445.92|L|33056.57|INR|V-BPCL1|Tanken Heizung Kolkata|KST-MNT-01|SL07|AKUMAR
100|1000|PL07|11.06.2024|11.06.2024|5000012631|1|DIESEL001|Dieselkraftstoff|261|585.825|L|43331.2|INR|V-K007|Verbrauch Produktion Kolkata|KST-LOG-03|SL07|DRAO
100|1000|PL07|28.06.2024|26.06.2024|5000012632|1|DIESEL001|Dieselkraftstoff|261|571.712|L|44383.16|INR|V-BPCL1|Entnahme Wartung Kolkata|KST-LOG-01|SL07|TLAXMAN
100|1000|PL07|14.06.2024|13.06.2024|5000012633|1|DIESEL001|Dieselkraftstoff|261|727.104|L|53958.38|INR|V-K004|Entnahme Fahrzeugflotte Kolkata|KST-LOG-01|SL07|PSINGH
100|1000|PL07|24.06.2024|24.06.2024|5000012634|1|FURNACE1|Schweroelkraftstoff|261|269.448|L|19002.26|INR|V-K008|Auffuellung Wartung Kolkata|KST-MNT-01|SL07|RPANDEY
100|1000|PL07|12.06.2024|12.06.2024|5000012635|1|FURNACE1|Schweroelkraftstoff|261|631.26|L|48884.45|INR|V-K002|Auffuellung Heizung Kolkata|KST-PRD-02|SL07|AKUMAR
100|1000|PL07|02.06.2024|31.05.2024|5000012636|1|FURNACE1|Heizoel EL|261|532.38|L|42463.8|INR|V-K001||KST-OPS-02|SL07|GMISHRA
100|1000|PL07|25.06.2024|24.06.2024|5000012637|1|FURNACE1|Heizoel EL|261|298.931|L|22261.18|INR|V-RELI1|Entnahme Heizung Kolkata|KST-OPS-02|SL07|SPRIYA
100|1000|PL07|27.06.2024|26.06.2024|5000012638|1|LPG00001|Fluessiggas|261|31.337|KG|2651.68|INR|V-K003|Entnahme Fahrzeugflotte Kolkata|KST-FAC-05|SL07|GMISHRA
100|1000|PL07|06.06.2024|05.06.2024|5000012639|1|LPG00001|Fluessiggas|261|36.068|KG|3489.2|INR|V-HPCL1|Auffuellung Produktion Kolkata|KST-FAC-02|SL07|SNEHA
100|1000|PL07|05.06.2024|02.06.2024|5000012640|1|LPG00001|LPG|261|57.607|KG|5329.35|INR|V-BPCL1|Auffuellung Generator Kolkata|KST-OPS-03|SL07|RJOSHI
100|1000|PL07|01.07.2024|01.07.2024|5000012641|1|DIESEL001|Diesel|261|751.71|L|57738.59|INR|V-K001||KST-LOG-02|SL07|GMISHRA
100|1000|PL07|15.07.2024|15.07.2024|5000012642|1|DIESEL001|Dieselkraftstoff|261|785.736|L|56777.11|INR|V-BPCL1|Verbrauch Produktion Kolkata|KST-FAC-01|SL07|TLAXMAN
100|1000|PL07|26.07.2024|25.07.2024|5000012643|1|DIESEL001|Dieselkraftstoff|261|680.12|L|45181.98|INR|V-K005|Tanken Wartung Kolkata|KST-LOG-02|SL07|BCHATT
100|1000|PL07|11.07.2024|08.07.2024|5000012644|1|DIESEL001|Dieselkraftstoff|261|748.192|L|51183.62|INR|V-K004|Entnahme Kantine Kolkata|KST-OPS-03|SL07|RJOSHI
100|1000|PL07|14.07.2024|12.07.2024|5000012645|1|DIESEL001|Diesel|261|669.608|L|45455.49|INR|V-HPCL1|Auffuellung Fahrzeugflotte Kolkata|KST-OPS-02|SL07|NREDDY
100|1000|PL07|25.07.2024|23.07.2024|5000012646|1|FURNACE1|Heizoel EL|261|272.457|L|19729.48|INR|V-K004|Tanken Produktion Kolkata|KST-FAC-01|SL07|GMISHRA
100|1000|PL07|16.07.2024|14.07.2024|5000012647|1|FURNACE1|Schweroelkraftstoff|261|337.079|L|23472.57|INR|V-K005|Auffuellung Heizung Kolkata|KST-FAC-05|SL07|AKUMAR
100|1000|PL07|15.07.2024|12.07.2024|5000012648|1|FURNACE1|Heizoel EL|261|537.904|KG|42190.76|INR|V-K005|Verbrauch Produktion Kolkata|KST-OPS-01|SL07|SPRIYA
100|1000|PL07|23.07.2024|22.07.2024|5000012649|1|FURNACE1|Heizoel EL|261|638.174|L|48840.12|INR|V-K008|Auffuellung Wartung Kolkata|KST-MNT-01|SL07|NREDDY
100|1000|PL07|17.07.2024|17.07.2024|5000012650|1|LPG00001|LPG|261|35.144|KG|2928.55|INR|V-BPCL1|Verbrauch Fahrzeugflotte Kolkata|KST-PRD-01|SL07|PSINGH
100|1000|PL07|25.07.2024|25.07.2024|5000012651|1|LPG00001|Fluessiggas|261|47.425|KG|4536.28|INR|V-K010|Tanken Notstromaggregat Kolkata|KST-LOG-01|SL07|KVELU
100|1000|PL07|19.07.2024|18.07.2024|5000012652|1|LPG00001|LPG|261|31.501|KG|2843.77|INR|V-K005|Auffuellung Produktion Kolkata|KST-FAC-05|SL07|RJOSHI
100|1000|PL07|27.08.2024|26.08.2024|5000012653|1|DIESEL001|Diesel|261|585.467|L|41267.44|INR|V-K007||KST-FAC-03|SL07|ASAXEN
100|1000|PL07|09.08.2024|06.08.2024|5000012654|1|DIESEL001|Dieselkraftstoff|261|734.674|L|56118.87|INR|V-BPCL1|Verbrauch Wartung Kolkata|KST-FAC-07|SL07|SNEHA
100|1000|PL07|01.08.2024|31.07.2024|5000012655|1|DIESEL001|Diesel|261|693.818|L|46476.88|INR|V-RELI1|Nutzung Heizung Kolkata|KST-PRD-01|SL07|RJOSHI
100|1000|PL07|14.08.2024|14.08.2024|5000012656|1|DIESEL001|Dieselkraftstoff|261|594.784|L|39422.39|INR|V-K001|Verbrauch Notstromaggregat Kolkata|KST-MNT-01|SL07|RJOSHI
100|1000|PL07|23.08.2024|20.08.2024|5000012657|1|DIESEL001|Dieselkraftstoff|261|563.691|L|42819.65|INR|V-K008|Entnahme Fahrzeugflotte Kolkata|KST-MNT-01|SL07|SPRIYA
100|1000|PL07|03.08.2024|01.08.2024|5000012658|1|FURNACE1|Schweroelkraftstoff|261|310.359|L|21896.85|INR|V-K006|Nutzung Wartung Kolkata|KST-LOG-03|SL07|GMISHRA
100|1000|PL07|10.08.2024|07.08.2024|5000012659|1|FURNACE1|Heizoel EL|261|683.863|L|52403.66|INR|V-BPCL1|Nutzung DG-Set Kolkata|KST-LOG-02|SL07|KVELU
100|1000|PL07|05.08.2024|05.08.2024|5000012660|1|FURNACE1|Schweroelkraftstoff|261|639.394|L|45039.88|INR|V-RELI1|Entnahme Kantine Kolkata|KST-PRD-01|SL07|RPANDEY
100|1000|PL07|24.08.2024|23.08.2024|5000012661|1|FURNACE1|Schweroelkraftstoff|261|270.198|L|18986.84|INR|V-HPCL1|Entnahme Heizung Kolkata|KST-LOG-01|SL07|BCHATT
100|1000|PL07|12.08.2024|12.08.2024|5000012662|1|LPG00001|Fluessiggas|261|49.233|KG|4428.59|INR|V-K005|Auffuellung Produktion Kolkata|KST-FAC-07|SL07|SPRIYA
100|1000|PL07|21.08.2024|19.08.2024|5000012663|1|LPG00001|Fluessiggas|261|41.482|KG|3795.75|INR|V-K003|Tanken Heizung Kolkata|KST-OPS-03|SL07|DRAO
100|1000|PL07|02.08.2024|30.07.2024|5000012664|1|LPG00001|LPG|261|37.031|KG|3145.46|INR|V-K002|Nutzung Heizung Kolkata|KST-FAC-05|SL07|TLAXMAN
100|1000|PL07|07.09.2024|05.09.2024|5000012665|1|DIESEL001|Dieselkraftstoff|261|639.122|L|42897.23|INR|V-K004|Nutzung DG-Set Kolkata|KST-FAC-03|SL07|RJOSHI
100|1000|PL07|17.09.2024|14.09.2024|5000012666|1|DIESEL001|Diesel|261|416.071|L|29149.39|INR|V-K003|Nutzung Notstromaggregat Kolkata|KST-LOG-03|SL07|TLAXMAN
100|1000|PL07|09.09.2024|06.09.2024|5000012667|1|DIESEL001|Dieselkraftstoff|261|356.868|L|25296.67|INR|V-K005|Verbrauch DG-Set Kolkata|KST-FAC-03|SL07|BCHATT
100|1000|PL07|26.09.2024|25.09.2024|5000012668|1|DIESEL001|Dieselkraftstoff|261|589.505|L|43427.64|INR|V-ESSAR|Auffuellung Notstromaggregat Kolkata|KST-PRD-02|SL07|RJOSHI
100|1000|PL07|12.09.2024|12.09.2024|5000012669|1|DIESEL001|Diesel|261|462.828|L|34177.59|INR|V-K010|Tanken DG-Set Kolkata|KST-FAC-07|SL07|AKUMAR
100|1000|PL07|22.09.2024|20.09.2024|5000012670|1|FURNACE1|Heizoel EL|261|385.814|L|28240.39|INR|V-K002|Tanken DG-Set Kolkata|KST-FAC-03|SL07|BCHATT
100|1000|PL07|15.09.2024|14.09.2024|5000012671|1|FURNACE1|Heizoel EL|261|528.505|L|41116.04|INR|V-RELI1|Entnahme DG-Set Kolkata|KST-FAC-07|SL07|DRAO
100|1000|PL07|20.09.2024|18.09.2024|5000012672|1|FURNACE1|Heizoel EL|261|339.76|L|25628.13|INR|V-K001|Auffuellung Fahrzeugflotte Kolkata|KST-LOG-01|SL07|KVELU
100|1000|PL07|13.09.2024|11.09.2024|5000012673|1|FURNACE1|Heizoel EL|261|598.305|L|47858.68|INR|V-HPCL1||KST-OPS-02|SL07|BCHATT
100|1000|PL07|05.09.2024|02.09.2024|5000012674|1|LPG00001|LPG|261|30.418|KG|2640.56|INR|V-K001|Tanken Wartung Kolkata|KST-MNT-01|SL07|AKUMAR
100|1000|PL07|20.09.2024|20.09.2024|5000012675|1|LPG00001|Fluessiggas|261|58.375|KG|5558.6|INR|V-K006|Nutzung Generator Kolkata|KST-LOG-01|SL07|PSINGH
100|1000|PL07|04.09.2024|04.09.2024|5000012676|1|LPG00001|LPG|261|48.666|KG|4161.75|INR|V-IOCL1|Entnahme Kantine Kolkata|KST-MNT-01|SL07|AKUMAR
100|1000|PL07|27.10.2024|26.10.2024|5000012677|1|DIESEL001|Diesel|261|393.688|L|27594.14|INR|V-K003|Verbrauch Produktion Kolkata|KST-OPS-03|SL07|RJOSHI
100|1000|PL07|23.10.2024|21.10.2024|5000012678|1|DIESEL001|Diesel|261|611.492|L|41520.23|INR|V-K008|Entnahme Heizung Kolkata|KST-MNT-01|SL07|ASAXEN
100|1000|PL07|22.10.2024|20.10.2024|5000012679|1|DIESEL001|Dieselkraftstoff|261|438.097|L|29332.75|INR|V-K006|Tanken Fahrzeugflotte Kolkata|KST-FAC-02|SL07|ASAXEN
100|1000|PL07|14.10.2024|14.10.2024|5000012680|1|DIESEL001|Dieselkraftstoff|261|763.169|L|59214.63|INR|V-HPCL1|Auffuellung DG-Set Kolkata|KST-OPS-02|SL07|DRAO
100|1000|PL07|03.10.2024|01.10.2024|5000012681|1|DIESEL001|Dieselkraftstoff|261||L||INR|V-K002|Entnahme Fahrzeugflotte Kolkata|KST-FAC-03|SL07|SPRIYA
100|1000|PL07|20.10.2024|18.10.2024|5000012682|1|FURNACE1|Schweroelkraftstoff|261|363.892|L|27417.58|INR|V-K002|Entnahme Wartung Kolkata|KST-FAC-01|SL07|PSINGH
100|1000|PL07|12.10.2024|12.10.2024|5000012683|1|FURNACE1|Heizoel EL|261|483.05|L|36792.66|INR|V-K007|Nutzung Generator Kolkata|KST-PRD-02|SL07|BCHATT
100|1000|PL07|15.10.2024|15.10.2024|5000012684|1|FURNACE1|Schweroelkraftstoff|261|577.162|L|43743.01|INR|V-HPCL1|Tanken Generator Kolkata|KST-LOG-02|SL07|VMEHTA
100|1000|PL07|21.10.2024|21.10.2024|5000012685|1|FURNACE1|Schweroelkraftstoff|261|322.015|L|24566.93|INR|V-K005|Nutzung Produktion Kolkata|KST-PRD-02|SL07|RJOSHI
100|1000|PL07|23.10.2024|20.10.2024|5000012685|1|LPG00001|Fluessiggas|261|43.22|KG|3683.43|INR|V-K002|Tanken Generator Kolkata|KST-OPS-03|SL07|ASAXEN
100|1000|PL07|15.10.2024|13.10.2024|5000012687|1|LPG00001|Fluessiggas|261|26.086|KG|2350.03|INR|V-K010|Entnahme Wartung Kolkata|KST-LOG-01|SL07|MGUPTA
100|1000|PL07|12.10.2024|10.10.2024|5000012688|1|LPG00001|Fluessiggas|261|47.641|KG|4072.7|INR|V-IOCL1|Auffuellung Generator Kolkata|KST-FAC-07|SL07|GMISHRA
100|1000|PL07|14.11.2024|12.11.2024|5000012689|1|DIESEL001|Diesel|261|646.924|L|50276.07|INR|V-K003|Tanken Generator Kolkata|KST-OPS-02|SL07|BCHATT
100|1000|PL07|04.11.2024|03.11.2024|5000012690|1|DIESEL001|Dieselkraftstoff|261|558.691|L|38409.02|INR|V-K009|Verbrauch Kantine Kolkata|KST-OPS-03|SL07|KVELU
100|1000|PL07|06.11.2024|04.11.2024|5000012691|1|DIESEL001|Dieselkraftstoff|261|663.633|L|49513.39|INR|V-K003|Verbrauch DG-Set Kolkata|KST-FAC-07|SL07|GMISHRA
100|1000|PL07|01.11.2024|31.10.2024|5000012692|1|DIESEL001|Diesel|261|423.449|L|31744.8|INR|V-K007||KST-PRD-02|SL07|SPRIYA
100|1000|PL07|15.11.2024|12.11.2024|5000012693|1|DIESEL001|Diesel|261|314.819|L|23098.84|INR|V-IOCL1|Nutzung Notstromaggregat Kolkata|KST-LOG-03|SL07|RPANDEY
100|1000|PL07|21.11.2024|18.11.2024|5000012694|1|FURNACE1|Schweroelkraftstoff|261|659.48|L|53191.08|INR|V-K008|Tanken Notstromaggregat Kolkata|KST-MNT-01|SL07|SPRIYA
100|1000|PL07|21.11.2024|19.11.2024|5000012695|1|FURNACE1|Heizoel EL|261|607.071|L|42264.96|INR|V-K001|Tanken Fahrzeugflotte Kolkata|KST-PRD-02|SL07|RPANDEY
100|1000|PL07|23.11.2024|20.11.2024|5000012696|1|FURNACE1|Heizoel EL|261|377.646|L|30474.34|INR|V-K006|Nutzung Heizung Kolkata|KST-OPS-02|SL07|VMEHTA
100|1000|PL07|19.11.2024|18.11.2024|5000012697|1|FURNACE1|Schweroelkraftstoff|261|699.14|L|54314.1|INR|V-K010|Verbrauch Generator Kolkata|KST-FAC-03|SL07|MGUPTA
100|1000|PL07|26.11.2024|25.11.2024|5000012698|1|LPG00001|Fluessiggas|261|56.313|KG|5449.5|INR|V-K008|Tanken Notstromaggregat Kolkata|KST-LOG-03|SL07|MGUPTA
100|1000|PL07|24.11.2024|24.11.2024|5000012699|1|LPG00001|LPG|261|27.226|KG|2392.43|INR|V-K004|Auffuellung Heizung Kolkata|KST-LOG-01|SL07|AKUMAR
100|1000|PL07|03.11.2024|03.11.2024|5000012700|1|LPG00001|LPG|261|47.268|KG|4372.87|INR|V-K005|Auffuellung Fahrzeugflotte Kolkata|KST-FAC-07|SL07|BCHATT
100|1000|PL07|27.12.2024|24.12.2024|5000012701|1|DIESEL001|Dieselkraftstoff|261|547.809|L|40850.9|INR|V-K005|Nutzung Wartung Kolkata|KST-FAC-02|SL07|TLAXMAN
100|1000|PL07|07.12.2024|05.12.2024|5000012702|1|DIESEL001|Diesel|261|488.942|L|37784.64|INR|V-K009|Nutzung Produktion Kolkata|KST-OPS-01|SL07|RPANDEY
100|1000|PL07|03.12.2024|01.12.2024|5000012703|1|DIESEL001|Diesel|261|669.924|L|45697.89|INR|V-K006|Verbrauch Fahrzeugflotte Kolkata|KST-FAC-01|SL07|AKUMAR
100|1000|PL07|24.12.2024|22.12.2024|5000012704|1|DIESEL001|Dieselkraftstoff|261|475.509|L|33762.65|INR|V-ESSAR|Tanken Fahrzeugflotte Kolkata|KST-PRD-01|SL07|BCHATT
100|1000|PL07|20.12.2024|17.12.2024|5000012705|1|DIESEL001|Diesel|261|454.311|L|31299.36|INR|V-K004|Nutzung Fahrzeugflotte Kolkata|KST-PRD-02|SL07|GMISHRA
100|1000|PL07|28.12.2024|26.12.2024|5000012706|1|FURNACE1|Heizoel EL|261|363.314|L|27233.85|INR|V-K004|Entnahme Notstromaggregat Kolkata|KST-OPS-03|SL07|VMEHTA
100|1000|PL07|28.12.2024|28.12.2024|5000012707|1|FURNACE1|Heizoel EL|261|647.584|L|46023.71|INR|V-K003|Nutzung Heizung Kolkata|KST-OPS-02|SL07|MGUPTA
100|1000|PL07|12.12.2024|10.12.2024|5000012708|1|FURNACE1|Schweroelkraftstoff|261|583.776|L|42523.35|INR|V-K002|Auffuellung Wartung Kolkata|KST-OPS-03|SL07|RPANDEY
100|1000|PL07|08.12.2024|05.12.2024|5000012709|1|FURNACE1|Heizoel EL|261|281.649|L|22277.07|INR|V-K002|Nutzung Wartung Kolkata|KST-OPS-01|SL07|RPANDEY
100|1000|PL07|06.12.2024|05.12.2024|5000012710|1|LPG00001|Fluessiggas|261|52.656|KG|4613.42|INR|V-IOCL1||KST-OPS-01|SL07|ASAXEN
100|1000|PL07|27.12.2024|27.12.2024|5000012711|1|LPG00001|Fluessiggas|261|29.738|KG|2696.61|INR|V-K001|Nutzung DG-Set Kolkata|KST-OPS-01|SL07|RPANDEY
100|1000|PL07|10.12.2024|10.12.2024|5000012712|1|LPG00001|LPG|261|20.949|KG|1748.32|INR|V-K002|Nutzung Notstromaggregat Kolkata|KST-LOG-03|SL07|GMISHRA
100|1000|PL08|21.01.2023|20.01.2023|5000012713|1|DIESEL001|Dieselkraftstoff|261|1511.386|L|110675.52|INR|V-K001|Tanken Kantine Ahmedabad|KST-LOG-03|SL08|PSINGH
100|1000|PL08|07.01.2023|05.01.2023|5000012714|1|DIESEL001|Diesel|261|906.975|L|63283.44|INR|V-K006||KST-MNT-01|SL08|AKUMAR
100|1000|PL08|01.01.2023|30.12.2022|5000012715|1|DIESEL001|Diesel|261||L||INR|V-K004|Entnahme Kantine Ahmedabad|KST-FAC-03|SL08|DRAO
100|1000|PL08|05.01.2023|05.01.2023|5000012716|1|DIESEL001|Diesel|261|1511.807|L|112065.67|INR|V-K006|Entnahme DG-Set Ahmedabad|KST-PRD-02|SL08|GMISHRA
100|1000|PL08|22.01.2023|22.01.2023|5000012717|1|DIESEL001|Diesel|261|1053.327|L|78397.13|INR|V-HPCL1|Nutzung Notstromaggregat Ahmedabad|KST-LOG-02|SL08|MGUPTA
100|1000|PL08|16.01.2023|13.01.2023|5000012718|1|DIESEL001|Diesel|261|1482.66|L|112981.85|INR|V-IOCL1|Nutzung Generator Ahmedabad|KST-OPS-03|SL08|AKUMAR
100|1000|PL08|18.01.2023|17.01.2023|5000012719|1|DIESEL001|Diesel|261|1371.868|L|91531.87|INR|V-K005|Auffuellung Produktion Ahmedabad|KST-OPS-02|SL08|DRAO
100|1000|PL08|24.01.2023|21.01.2023|5000012720|1|DIESEL001|Dieselkraftstoff|261|1374.241|L|104142.74|INR|V-K009||KST-LOG-03|SL08|RPANDEY
100|1000|PL08|19.01.2023|16.01.2023|5000012721|1|DIESEL001|Diesel|261|1473.497|L|108237.02|INR|V-K008|Nutzung Heizung Ahmedabad|KST-FAC-03|SL08|KVELU
100|1000|PL08|19.01.2023|19.01.2023|5000012722|1|LPG00001|LPG|261|73.843|KG|6263.29|INR|V-K005|Nutzung DG-Set Ahmedabad|KST-FAC-01|SL08|TLAXMAN
100|1000|PL08|15.01.2023|15.01.2023|5000012723|1|LPG00001|LPG|261|75.166|KG|6470.43|INR|V-K008|Entnahme Generator Ahmedabad|KST-OPS-03|SL08|RJOSHI
100|1000|PL08|25.01.2023|23.01.2023|5000012724|1|LPG00001|Fluessiggas|261|95.864|KG|8194.18|INR|V-IOCL1|Verbrauch Produktion Ahmedabad|KST-FAC-03|SL08|NREDDY
100|1000|PL08|09.01.2023|07.01.2023|5000012725|1|LPG00001|Fluessiggas|261|95.018|KG|8573.72|INR|V-K008|Nutzung DG-Set Ahmedabad|KST-LOG-01|SL08|BCHATT
100|1000|PL08|21.01.2023|20.01.2023|5000012726|1|CNGFUEL1|Komprimiertes Erdgas|261|237.211|KG|18674.75|INR|V-K001||KST-FAC-02|SL08|RPANDEY
100|1000|PL08|25.01.2023|23.01.2023|5000012727|1|CNGFUEL1|Erdgas CNG|261|236.767|KG|18917.02|INR|V-BPCL1|Nutzung Fahrzeugflotte Ahmedabad|KST-FAC-03|SL08|SPRIYA
100|1000|PL08|09.01.2023|09.01.2023|5000012728|1|CNGFUEL1|Komprimiertes Erdgas|261|271.462|KG|23266.07|INR|V-K007|Entnahme DG-Set Ahmedabad|KST-FAC-02|SL08|VMEHTA
100|1000|PL08|25.02.2023|23.02.2023|5000012729|1|DIESEL001|Diesel|261|1588.471|L|106305.35|INR|V-K008|Tanken Notstromaggregat Ahmedabad|KST-OPS-02|SL08|AKUMAR
100|1000|PL08|15.02.2023|15.02.2023|5000012730|1|DIESEL001|Dieselkraftstoff|261|890.625|L|66962.49|INR|V-K004||KST-PRD-02|SL08|KVELU
100|1000|PL08|08.02.2023|07.02.2023|5000012731|1|DIESEL001|Diesel|261|1608.129|L|120836.82|INR|V-K008|Tanken Heizung Ahmedabad|KST-FAC-02|SL08|NREDDY
